,TRAIN_MSE,DEV_MSE,TEST_MSE,TRAIN_MAE,DEV_MAE,TEST_MAE
0,27.502826690673828,150.9182586669922,67.32752990722656,4.813303470611572,11.730177879333494,7.263111114501952
1,21.871835708618164,135.8548583984375,57.242103576660156,4.397534370422363,11.029478073120117,6.8040056228637695
2,20.431299209594727,130.9263916015625,52.943359375,4.285528659820557,10.78763198852539,6.59698486328125
3,20.062061309814453,129.37496948242188,51.36529541015625,4.256863594055177,10.711475372314453,6.518401145935059
4,19.93902015686035,128.79470825195312,50.72308349609375,4.247494697570802,10.683341026306152,6.485762596130371
5,19.8707332611084,128.43415832519528,50.29818725585938,4.2425031661987305,10.666028022766113,6.463969230651856
6,19.838367462158203,128.24850463867188,50.0700569152832,4.240216255187988,10.657208442687988,6.452157020568848
7,19.8172550201416,128.12411499023438,49.91146087646485,4.238801956176759,10.651379585266113,6.4437761306762695
8,19.801742553710934,128.02493286132812,49.7808952331543,4.237833499908446,10.646757125854492,6.436840057373048
9,19.793764114379886,127.97428131103516,49.71550369262695,4.2373008728027335,10.644411087036133,6.433357238769531
10,19.78407859802246,127.90899658203124,49.6226577758789,4.236784934997559,10.6414155960083,6.428288459777832
11,19.777807235717773,127.8644027709961,49.5587158203125,4.2364654541015625,10.639379501342773,6.424788475036621
12,19.7729549407959,127.82972717285156,49.50722885131836,4.236242771148682,10.637810707092283,6.42191219329834
13,19.77105140686035,127.8169403076172,49.4892692565918,4.236127853393556,10.637229919433594,6.420922756195068
14,19.76812171936035,127.79439544677734,49.45497512817383,4.236011505126953,10.636213302612305,6.41900110244751
15,19.76600456237793,127.7784423828125,49.43083190917969,4.235918998718262,10.63549518585205,6.4176459312438965
16,19.764291763305664,127.76570129394531,49.411109924316406,4.235852241516113,10.63492488861084,6.416517734527588
17,19.763011932373047,127.7554931640625,49.39524841308594,4.235806941986084,10.63446807861328,6.415616035461426
18,19.76227188110352,127.7505111694336,49.388145446777344,4.235760688781738,10.634243965148926,6.415220737457275
19,19.761547088623047,127.7453842163086,49.38065719604492,4.2357234954833975,10.634016036987305,6.414793968200684
20,19.760133743286133,127.73326110839844,49.360435485839844,4.235705375671387,10.6334810256958,6.4136061668396
21,19.759319305419922,127.7263641357422,49.34928512573242,4.235689163208009,10.633174896240234,6.412953853607178
22,19.758935928344727,127.72359466552734,49.345191955566406,4.235668659210205,10.633050918579102,6.412722110748291
23,19.758258819580078,127.71809387207031,49.336143493652344,4.235655784606934,10.63280963897705,6.412184238433838
24,19.757917404174805,127.7156219482422,49.332435607910156,4.235639572143556,10.632699966430664,6.411969661712647
25,19.757404327392575,127.7111358642578,49.324989318847656,4.235633850097656,10.632503509521484,6.411525726318359
26,19.75710105895996,127.7088394165039,49.32148742675781,4.235623359680177,10.632402420043944,6.411318778991699
27,19.756664276123047,127.70491027832031,49.31488800048828,4.235621452331543,10.632230758666992,6.410922050476074
28,19.756444931030273,127.7033233642578,49.31244659423828,4.235611915588379,10.632159233093262,6.410778999328612
29,19.75617027282715,127.70100402832031,49.30870819091797,4.235607624053955,10.632059097290039,6.4105544090271
30,19.75589370727539,127.69866943359376,49.3048324584961,4.2356042861938485,10.631956100463867,6.410318851470947
31,19.755661010742188,127.69660949707031,49.30149459838867,4.235602378845215,10.63186740875244,6.410118103027344
32,19.755455017089844,127.6948699951172,49.29867172241211,4.235600471496582,10.631792068481444,6.409947395324707
33,19.75531768798828,127.69395446777344,49.2973518371582,4.235592842102052,10.63175106048584,6.409867763519287
34,19.75516128540039,127.69279479980469,49.29555130004883,4.2355871200561515,10.63170051574707,6.409759521484375
35,19.75494956970215,127.69075012207031,49.29207992553711,4.23559045791626,10.631610870361328,6.409547328948975
36,19.7547664642334,127.6888427734375,49.2888298034668,4.235595226287842,10.631528854370117,6.409347534179688
37,19.754709243774414,127.688720703125,49.28893280029297,4.23558521270752,10.631522178649902,6.40935754776001
38,19.754558563232425,127.6875991821289,49.287109375,4.235581398010254,10.631474494934082,6.409245491027832
39,19.75446891784668,127.6871566772461,49.286582946777344,4.235573768615724,10.631454467773438,6.409214973449707
40,19.754314422607425,127.6854476928711,49.28360366821289,4.235581398010254,10.631381034851074,6.409029483795166
41,19.75421714782715,127.684814453125,49.28268814086914,4.235575675964356,10.631353378295898,6.408975124359131
42,19.754112243652344,127.6836395263672,49.28070449829102,4.235579967498778,10.631302833557127,6.408852577209473
43,19.7540225982666,127.68312072753906,49.27991104125977,4.235575199127196,10.631278038024902,6.408804416656494
44,19.7539176940918,127.6821746826172,49.27836227416992,4.235575199127196,10.631237983703613,6.4087090492248535
45,19.75386619567871,127.68241119384766,49.279014587402344,4.235560417175293,10.631246566772461,6.408753871917725
46,19.75377655029297,127.681884765625,49.27821350097656,4.235555171966554,10.631223678588867,6.408704280853272
47,19.75369453430176,127.6812973022461,49.277320861816406,4.235551357269287,10.631199836730957,6.4086503982543945
48,19.753618240356445,127.68083190917969,49.27663040161133,4.235546588897705,10.63117790222168,6.408608913421631
49,19.753564834594727,127.68070220947266,49.27653503417969,4.235539436340332,10.63117218017578,6.4086060523986825
50,19.753475189208984,127.6804428100586,49.27621841430664,4.235528469085693,10.631159782409668,6.408588409423827
51,19.753406524658203,127.6804428100586,49.27638244628906,4.2355146408081055,10.631160736083984,6.4086012840271
52,19.753337860107425,127.6798858642578,49.27549743652344,4.235514163970946,10.631135940551758,6.408547401428223
53,19.753253936767575,127.67906188964844,49.274085998535156,4.23551607131958,10.631099700927734,6.408459663391112
54,19.753198623657227,127.67838287353516,49.27293395996094,4.235519409179688,10.631071090698242,6.40838623046875
55,19.753131866455078,127.6783218383789,49.272926330566406,4.235508918762207,10.631067276000977,6.408388614654541
56,19.753063201904297,127.6784439086914,49.27332305908203,4.235492706298828,10.631071090698242,6.408416748046875
57,19.75298309326172,127.67857360839844,49.273681640625,4.235475063323976,10.63107681274414,6.408442497253418
58,19.752933502197266,127.67794036865234,49.272621154785156,4.2354793548583975,10.631048202514648,6.408376216888428
59,19.75285148620605,127.678466796875,49.27373504638672,4.235452651977538,10.631070137023926,6.408452033996582
60,19.752798080444336,127.67791748046876,49.272850036621094,4.235453605651856,10.631047248840332,6.408395290374756
61,19.75271224975586,127.67903137207031,49.275123596191406,4.2354140281677255,10.631092071533203,6.40854549407959
62,19.752655029296875,127.67839050292969,49.27409744262695,4.2354164123535165,10.631065368652344,6.4084792137146
63,19.752588272094727,127.67852783203124,49.2745132446289,4.235400676727295,10.631071090698242,6.40850830078125
64,19.75253295898437,127.6779556274414,49.27356719970703,4.235402584075929,10.6310453414917,6.408446311950684
65,19.752437591552734,127.6788558959961,49.27548599243164,4.235364437103272,10.631083488464355,6.408573150634768
66,19.752376556396484,127.6786117553711,49.27520751953125,4.235358238220215,10.631072998046877,6.408555507659912
67,19.752273559570312,127.6795425415039,49.27722930908203,4.235318183898927,10.631110191345217,6.408686637878418
68,19.752227783203125,127.6783218383789,49.27505493164063,4.2353363037109375,10.631059646606444,6.4085450172424325
