,TRAIN_MSE,DEV_MSE,TEST_MSE,TRAIN_MAE,DEV_MAE,TEST_MAE
200,9.052807807922363,11.489402770996096,54.0436019897461,2.5586838722229004,3.021057605743408,6.984683036804199
201,9.05274772644043,11.518302917480467,54.05241012573242,2.5575718879699707,3.0247786045074463,6.985240936279298
202,9.052996635437012,11.390408515930176,54.08391189575195,2.5605792999267583,3.007812023162842,6.987229824066162
203,9.052726745605467,11.601778030395508,54.0239372253418,2.5569722652435303,3.0359008312225337,6.983445644378662
204,9.052717208862305,11.555986404418945,54.054481506347656,2.556952953338623,3.029747724533081,6.985376834869385
205,9.052709579467773,11.554191589355467,54.05404663085938,2.5572338104248047,3.0296332836151123,6.9853515625
206,9.053216934204102,11.175199508666992,54.162330627441406,2.5619542598724365,2.9779906272888184,6.992171287536621
207,9.052894592285156,11.403956413269045,54.12797927856445,2.5568597316741943,3.008491039276123,6.9900102615356445
208,9.053232192993164,11.100361824035645,54.1826400756836,2.5620458126068115,2.96741271018982,6.9934492111206055
209,9.05274772644043,11.510258674621582,54.076416015625,2.5569119453430176,3.023386716842652,6.986764430999756
210,9.0528564453125,11.286802291870115,54.15017700195313,2.5597846508026123,2.9934024810791016,6.991412162780763
211,9.052675247192383,11.484654426574707,54.09883499145508,2.556908130645752,3.020136594772339,6.988182067871094
212,9.05266284942627,11.453991889953613,54.10829544067383,2.556901454925537,3.0159859657287598,6.9887800216674805
213,9.052671432495117,11.590829849243164,54.061561584472656,2.5569419860839844,3.034475088119507,6.985835075378418
